bioguideId,depiction,district,name,partyName,state,terms,updateDate,url
G000546,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/g000546_200.jpg""}",6,"Graves, Sam",Republican,Missouri,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2001}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/G000546?format=json
M001143,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_mn_4_mccollum_betty_200.jpg""}",4,"McCollum, Betty",Democratic,Minnesota,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2001}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/M001143?format=json
O000176,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67744f4e0b34857ecc90915b_200.jpg""}",2,"Olszewski, Johnny",Democratic,Maryland,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/O000176?format=json
M001237,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67744afa0b34857ecc90913d_200.jpg""}",8,"McDonald Rivet, Kristen",Democratic,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/M001237?format=json
M001232,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677446d80b34857ecc90911f_200.jpg""}",6,"McClain Delaney, April",Democratic,Maryland,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/M001232?format=json
E000301,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677425dc0b34857ecc909089_200.jpg""}",3,"Elfreth, Sarah",Democratic,Maryland,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/E000301?format=json
B001321,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/6774207d0b34857ecc909034_200.jpg""}",7,"Barrett, Tom",Republican,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/B001321?format=json
I000058,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/i000058_200.jpg""}",4,"Ivey, Glenn",Democratic,Maryland,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/I000058?format=json
M001136,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677836d41658e791a384976d_200.jpg""}",9,"McClain, Lisa C.",Republican,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/M001136?format=json
A000148,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67817e391f9ad6ea6fb1ebda_200.jpg""}",4,"Auchincloss, Jake",Democratic,Massachusetts,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/A000148?format=json
G000592,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/g000592_200.jpg""}",2,"Golden, Jared F.",Democratic,Maine,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/G000592?format=json
P000617,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/p000617_200.jpg""}",7,"Pressley, Ayanna",Democratic,Massachusetts,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/P000617?format=json
T000482,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/t000482_200.jpg""}",3,"Trahan, Lori",Democratic,Massachusetts,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/T000482?format=json
B001301,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/b001301_200.jpg""}",1,"Bergman, Jack",Republican,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2017}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/B001301?format=json
R000606,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/r000606_200.jpg""}",8,"Raskin, Jamie",Democratic,Maryland,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2017}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/R000606?format=json
D000624,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/d000624_200.jpg""}",6,"Dingell, Debbie",Democratic,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2015}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/D000624?format=json
M001194,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m001194_200.jpg""}",2,"Moolenaar, John R.",Republican,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2015}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/M001194?format=json
M001196,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m001196_200.jpg""}",6,"Moulton, Seth",Democratic,Massachusetts,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2015}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/M001196?format=json
C001101,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/c001101_200.jpg""}",5,"Clark, Katherine M.",Democratic,Massachusetts,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2013}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/C001101?format=json
H001058,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/h001058_200.jpg""}",4,"Huizenga, Bill",Republican,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2011}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/H001058?format=json
H001052,"{""attribution"": ""GPO Member Guide"", ""imageUrl"": ""https://www.congress.gov/img/member/117_rp_md_1_harris_andy_200.jpg""}",1,"Harris, Andy",Republican,Maryland,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2011}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/H001052?format=json
K000375,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/k000375_200.jpg""}",9,"Keating, William R.",Democratic,Massachusetts,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2011}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/K000375?format=json
W000798,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/w000798_200.jpg""}",5,"Walberg, Tim",Republican,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2009, ""startYear"": 2007}, {""chamber"": ""House of Representatives"", ""startYear"": 2011}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/W000798?format=json
P000597,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/p000597_200.jpg""}",1,"Pingree, Chellie",Democratic,Maine,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2009}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/P000597?format=json
M000312,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/117_rp_ma_2_mcgovern_james_200.jpg""}",2,"McGovern, James P.",Democratic,Massachusetts,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1997}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/M000312?format=json
N000015,"{""attribution"": ""Image, Congressional Pictorial Directory, 109th."", ""imageUrl"": ""https://www.congress.gov/img/member/n000015_200.jpg""}",1,"Neal, Richard E.",Democratic,Massachusetts,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1989}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/N000015?format=json
M000687,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m000687_200.jpg""}",7,"Mfume, Kweisi",Democratic,Maryland,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1997, ""startYear"": 1987}, {""chamber"": ""House of Representatives"", ""startYear"": 2020}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/M000687?format=json
L000562,"{""attribution"": ""Image, Congressional Pictorial Directory, 109th."", ""imageUrl"": ""https://www.congress.gov/img/member/l000562_200.jpg""}",8,"Lynch, Stephen F.",Democratic,Massachusetts,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2001}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/L000562?format=json
F000110,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677426250b34857ecc90908f_200.jpg""}",6,"Fields, Cleo",Democratic,Louisiana,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1997, ""startYear"": 1993}, {""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/F000110?format=json
H000874,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_md_5_hoyer_steny_200.jpg""}",5,"Hoyer, Steny H.",Democratic,Maryland,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1981}]}",2025-04-28T13:04:20Z,https://api.congress.gov/v3/member/H000874?format=json
S001229,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67745f0e0b34857ecc90918b_200.jpg""}",6,"Shreve, Jefferson",Republican,Indiana,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/S001229?format=json
S001228,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67745ec50b34857ecc909185_200.jpg""}",2,"Schmidt, Derek",Republican,Kansas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/S001228?format=json
S001225,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001225_200.jpg""}",17,"Sorensen, Eric",Democratic,Illinois,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/S001225?format=json
M001220,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m001220_200.jpg""}",3,"McGarvey, Morgan",Democratic,Kentucky,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/M001220?format=json
H001093,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/h001093_200.jpg""}",9,"Houchin, Erin",Republican,Indiana,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/H001093?format=json
B001315,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/b001315_200.jpg""}",13,"Budzinski, Nikki",Democratic,Illinois,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/B001315?format=json
Y000067,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/y000067_200.jpg""}",2,"Yakym, Rudy",Republican,Indiana,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2022}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/Y000067?format=json
C001125,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/c001125_200.jpg""}",2,"Carter, Troy A.",Democratic,Louisiana,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/C001125?format=json
L000595,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/l000595_200.jpg""}",5,"Letlow, Julia",Republican,Louisiana,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/L000595?format=json
S000929,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s000929_200.jpg""}",5,"Spartz, Victoria",Republican,Indiana,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/S000929?format=json
M001214,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m001214_200.jpg""}",1,"Mrvan, Frank J.",Democratic,Indiana,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/M001214?format=json
M001211,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m001211_200.jpg""}",15,"Miller, Mary E.",Republican,Illinois,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/M001211?format=json
M000871,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m000871_200.jpg""}",1,"Mann, Tracey",Republican,Kansas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/M000871?format=json
D000629,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/d000629_200.jpg""}",3,"Davids, Sharice",Democratic,Kansas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/D000629?format=json
B001307,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/b001307_200.jpg""}",4,"Baird, James R.",Republican,Indiana,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/B001307?format=json
U000040,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/u000040_200.jpg""}",14,"Underwood, Lauren",Democratic,Illinois,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/U000040?format=json
E000298,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/e000298_200.jpg""}",4,"Estes, Ron",Republican,Kansas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2017}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/E000298?format=json
H001077,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/h001077_200.jpg""}",3,"Higgins, Clay",Republican,Louisiana,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2017}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/H001077?format=json
C001108,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/c001108_200.jpg""}",1,"Comer, James",Republican,Kentucky,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2016}]}",2025-04-28T13:04:19Z,https://api.congress.gov/v3/member/C001108?format=json
